longitude,latitude
203.90762637420465,-4.549659832913639
203.8156886323519,-4.464531631617308
203.7229724911675,-4.379441068532355
203.62947919811126,-4.294391887993124
203.5352100344852,-4.209387785536047
203.44016631489686,-4.124432408089499
203.3443493867258,-4.039529354177711
203.24776062959242,-3.954682174131643
203.15040145483005,-3.8698943703075495
203.05227330495927,-3.7851693973129805
202.95337765316526,-3.7005106622418293
202.85371600277858,-3.6159215249139383
202.7532898867583,-3.5314052981246506
202.65210086717877,-3.4469652478993864
202.55015053471936,-3.3626045937567284
202.44744050815729,-3.2783265089727527
202.34397243386417,-3.1941341208605096
202.23974798530543,-3.1100305110450983
202.13476886254375,-3.026018715753469
202.0290367917452,-2.9421017261022175
201.9225535246895,-2.858282488393101
201.81532083828395,-2.7745639044193573
201.7073405340801,-2.690948831768008
201.5986144377953,-2.6074400841279686
201.489144398837,-2.524040431612974
201.37893228983143,-2.440752601071673
201.26798000615548,-2.3575792764159895
201.156289465473,-2.274523098947038
201.04386260727478,-2.191586667684048
200.930701392422,-2.108772539700809
200.81680780269423,-2.026083230459249
200.70218384034098,-1.9435212141516227
200.58683152763768,-1.8610889240446526
200.4707529064449,-1.7787887528190895
200.3539500377723,-1.6966230529248392
200.23642500134673,-1.6145941369266004
200.11817989518332,-1.5327042778588746
199.99921683516226,-1.4509557095777323
199.8795379546083,-1.36935062711894
199.75914540387532,-1.2878911870554284
199.6380413499342,-1.2065795078572379
199.51622797596573,-1.1254176702487815
199.39370748095732,-1.044407717577157
199.27048207930332,-0.9635516561697972
199.14655400041045,-0.882851455702057
199.02192548830706,-0.8023090495591053
198.89659880125615,-0.7219263352034736
198.7705762113732,-0.6417051745417659
198.64386000424784,-0.5616473942878158
198.51645247857022,-0.48175478633402563
198.38835594576042,-0.40202910811533094
198.25957272960363,-0.3224720829767959
198.13010516588832,-0.24308540054233865
197.999955602049,-0.16387071707923528
197.86912639681327,-0.0848296558669772
197.73761991985293,-0.005963807562176443
197.60543855143933,0.07272526943535881
197.4725846821028,0.15123604861552242
197.33906071229626,0.22956703499744832
197.20486905206303,0.307716764761743
197.07001212070875,0.38568380488657145
196.93449234647744,0.463466752791892
196.79831216623137,0.5410642359699976
196.6614740251359,0.6184749116313368
196.5239803763471,0.6956974663448513
196.38583368070465,0.7727306156777384
196.24703640642804,0.8495731038419521
196.10759102881707,0.9262237033365278
195.96750002995662,1.0026812145974435
195.82676589842455,1.0789444656437965
195.68539112900478,1.155012311726549
195.54337822240325,1.230883634982065
195.40072968496864,1.3065573440836937
195.2574480284165,1.382032373898099
195.11353576955742,1.4573076851396303
194.96899543002903,1.5323822640298062
194.82382953603212,1.6072551219592082
194.67804061807018,1.6819252951482664
194.53163121069304,1.7563918443125557
194.3846038522442,1.8306538543278523
194.23696108461183,1.9047104339005254
194.08870545298373,1.9785607152392612
193.93983950560593,2.052203853723855
193.7903657935445,2.1256390275856987
193.6402868704518,2.1988654375817274
193.48960529233588,2.2718823066743745
193.33832361733369,2.3446888797157435
193.18644440548746,2.417284423131215
193.03397021852516,2.489668224605381
192.8809036196442,2.5618395927729756
192.72724717329865,2.633797856907312
192.57300344499012,2.7055423666209863
192.41817500106148,2.77707249155394
192.262764408495,2.848387621081097
192.10677423471276,2.919487164008147
191.9502070473812,2.9903705482793983
191.79306541421877,3.061037220681919
191.6353519028067,3.131486646556817
191.47706908040306,3.2017183095106447
191.31821951376057,3.2717317111303705
191.15880576894676,3.3415263707009095
190.998830411168,3.4111018249239766
190.83829600459626,3.4804576276406505
190.67720511219937,3.549593349556884
190.5155602955739,3.618508577973467
190.35336411478144,3.6872029165127604
190.19061912818788,3.7556759848532195
190.0273278923054,3.823927418466571
189.86349296163777,3.8919568683549386
189.69911688852852,3.959764000791773
189.5342022230118,4.027348497067323
189.36875151266614,4.094710053233054
189.2027673024714,4.1618483798513655
189.03625213466825,4.228763201748803
188.8692085486203,4.295454257767226
188.70163908067926,4.361921300525521
188.53354626405297,4.42816409617492
188.3649326286752,4.494182424166471
188.19580070107978,4.5599760770093445
188.0261530042753,4.625544860044689
187.85599205762435,4.690888591212197
187.6853203767239,4.756007100826569
187.5141404732891,4.8209002313480065
187.34245485503922,4.885567837166069
187.17026602558605,4.9500097843762605
186.99757648432478,5.014225950564413
186.8243887263278,5.078216224594492
186.65070524223972,5.141980506395355
186.47652851817637,5.205518706750817
186.30186103562446,5.2688307470963505
186.1267052713451,5.331916559311193
185.9510636972782,5.394776085522334
185.7749387804503,5.457409277899951
185.5983329828838,5.519816098463465
185.42124876150882,5.581996518888874
185.24368856807743,5.643950520316552
185.0656548490788,5.705678093159844
184.88715004565856,5.767179236922708
184.708176593538,5.828453960011813
